0.1,72
0.1181818,82
0.1363636,83
0.1545455,79
0.1727273,79
0.1909091,79
0.2090909,79
0.2272727,79
0.2454545,77
0.2636364,76
0.2818182,76
0.3,77
0.3181818,74
0.3363636,74
0.3545455,74
0.3727273,74
0.3909091,71
0.4090909,70
0.4272727,71
0.4454545,72
0.4636364,68
0.4818182,68
0.5,68
0.5181818,68
0.5363636,66
0.5545455,67
0.5727273,66
0.5909091,64
0.6090909,64
0.6272727,64
0.6454545,64
0.6636364,62
0.6818182,62
0.7,62
0.7181818,62
0.7363636,60
0.7545455,59
0.7727273,59
0.7909091,58
0.8090909,57
0.8272727,57
0.8454545,57
0.8636364,55
0.8818182,55
0.9,55
0.9181818,53
0.9363636,52
0.9545455,53
0.9727273,50
0.9909091,51
1.0090909,50
1.0272727,48
1.0454545,48
1.0636364,48
1.0818182,46
1.1,45
1.1181818,46
1.1363636,44
1.1545455,44
1.1727273,44
1.1909091,42
1.2090909,42
1.2272727,42
1.2454545,40
1.2636364,40
1.2818182,40
1.3,38
1.3181818,38
1.3363636,36
1.3545455,36
1.3727273,36
1.3909091,34
1.4090909,33
1.4272727,33
1.4454545,32
1.4636364,31
1.4818182,29
1.5,29
1.5181818,29
1.5363636,27
1.5545455,27
1.5727273,25
1.5909091,25
1.6090909,23
1.6272727,23
1.6454545,20
1.6636364,20
1.6818182,19
1.7,18
1.7181818,16
1.7363636,16
1.7545455,16
1.7727273,17
1.7909091,15
1.8090909,15
1.8272727,13
1.8454545,13
1.8636364,11
1.8818182,11
1.9,10
